Profiling Data:
  tot:        75  exc:        75  ent:   11 - DeclExpr$$print
  tot:     11234  exc:        93  ent:    7 - FunctionDecl$$print
  tot:       793  exc:       763  ent:  332 - parse$$indent
  tot:       266  exc:       127  ent:    7 - FunctionDeclHead$$print
  tot:     10626  exc:       336  ent:    7 - FunctionBody$$print
  tot:       197  exc:       184  ent:   90 - List$get_Node
  tot:      1811  exc:       250  ent:   14 - AssignmentExpr$$print
  tot:       157  exc:       152  ent:   20 - LiteralExpr$$print
  tot:      6439  exc:        76  ent:    5 - WhileExpr$$print
  tot:      1239  exc:       154  ent:    9 - BinOpExpr$$print
  tot:       932  exc:       915  ent:  112 - NameExpr$$print
  tot:      2546  exc:       524  ent:   33 - AccessorExpr$$print
  tot:      6494  exc:       410  ent:   11 - BlockBody$$print
  tot:      3787  exc:        98  ent:    6 - IfExpr$$print
  tot:       599  exc:        33  ent:    6 - IfExprHead$$print
  tot:       683  exc:        16  ent:    4 - GroupingExpr$$print
  tot:      1264  exc:       116  ent:   10 - CastExpr$$print
  tot:      5198  exc:       925  ent:   30 - CallExpr$$print
  tot:       542  exc:        38  ent:    8 - ReturnExpr$$print
  tot:        78  exc:        24  ent:    2 - UnOpExpr$$print
  tot:     14685  exc:      3998  ent:    1 - Token$$free_token_list
  tot:       384  exc:       167  ent:   24 - List$clear
  tot:        62  exc:        57  ent:   24 - List$free
  tot:      1086  exc:       286  ent:    1 - parse$$free
  tot:        77  exc:        73  ent:   33 - NodeType$free
  tot:      2653  exc:       414  ent:    1 - lex$$free
  tot:      1173  exc:       332  ent:   49 - TokenType$free
